Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2022-10-24,China Electronics Corporation is a state-owned conglomerate that administrates well-known Chinese IT companies.,China Electronics Corporation,https://www.crunchbase.com/organization/china-electronics-corporation-cec,"Consumer Electronics, Electronics, Information Technology","Shenzhen, Guangdong, China, Asia",Corporate Round - China Electronics Corporation,https://www.crunchbase.com/funding_round/china-electronics-corporation-cec-corporate-round--f5a4d3b9,1,China Life Insurance,,China Life Insurance,Corporate Round,1,1990000000,CNY,273991464,,,,1990000000,CNY,273991464,Yes,,http://www.cec.com.cn/,$10B+,,,"116,489",
2022-12-22,"Zhejiang Chint Electrics Co., Ltd. manufactures low voltage electric appliances.",Chint Electrics,https://www.crunchbase.com/organization/chint-electrics,"Consumer Electronics, Electrical Distribution, Manufacturing","Yueqing, Zhejiang, China, Asia",Post-IPO Equity - Chint Electrics,https://www.crunchbase.com/funding_round/chint-electrics-post-ipo-equity--0bc130f8,4,"Bank of China, China Southern Power Grid, National Green Development Fund, SPIC",,National Green Development Fund,Post-IPO Equity,1,2229400000,CNY,319192498,29496600000,CNY,4223151264,2229400000,CNY,319192498,Yes,,http://www.chint.net,$1B to $10B,IPO,,"116,605",
2022-11-11,HoloMatic is a autonomous driving technology start-up that provides auto-driven vehicles based on AI and automotive tech.,HoloMatic,https://www.crunchbase.com/organization/holomatic,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Software, Transportation","Beijing, Beijing, China, Asia",Series C - HoloMatic,https://www.crunchbase.com/funding_round/holomatic-series-c--95883121,2,"Chaos Investment, Guangzhou Automobile Group",Late Stage Venture,Guangzhou Automobile Group,Series C,6,,,,,,,61780984,USD,61780984,Yes,,http://www.holomatic.cn/,$50M to $100M,Late Stage Venture,,"117,013",
2022-08-02,Taibang Biologic Group is a Chinese biopharmaceutical company that provides a comprehensive range of plasma-derived products.,Taibang Biological Group,https://www.crunchbase.com/organization/china-biologic-products,"Biopharma, Biotechnology, Health Care, Medical, Pharmaceutical","Beijing, Beijing, China, Asia",Private Equity Round - Taibang Biological Group,https://www.crunchbase.com/funding_round/china-biologic-products-private-equity--c85d3581,4,"Abu Dhabi Investment Authority, China Life Investment Holding, Cinda Securities, GIC",Private Equity,"Abu Dhabi Investment Authority, GIC",Private Equity,4,300000000,USD,300000000,,,,899554140,USD,899554140,Yes,,http://en.chinabiologic.com/,$100M to $500M,M&A,,"117,147",
2022-12-27,Refresh Smart is a supplier of health monitoring systems.,Refresh Smart,https://www.crunchbase.com/organization/refresh-smart,"Electronics, Health Care, Medical Device, Sensor","Futian, Guangdong, China, Asia",Series A - Refresh Smart,https://www.crunchbase.com/funding_round/refresh-smart-series-a--304b2ac4,2,"Leaguer Group, SZHTI Group",Early Stage Venture,,Series A,3,,,,,,,9000000,CNY,1310436,Yes,,http://home.refresh.cc,,Early Stage Venture,,"117,269",
2022-11-05,Youwu.com is an industrial internet of things software and hardware solution provider.,Yourenlian,https://www.crunchbase.com/organization/yourenlian,"Communication Hardware, Hardware, Internet of Things","Jinan, Shandong, China, Asia",Series C - Yourenlian,https://www.crunchbase.com/funding_round/yourenlian-series-c--26a2746d,1,Addor Capital,Late Stage Venture,,Series C,1,,,,,,,,,,Yes,,https://www.sdusr.com/,,Late Stage Venture,,"117,273",
2022-11-21,"SIGER is an industrial interconnection, big data analysis, and IT architecture technology company.",SIGER,https://www.crunchbase.com/organization/siger,"Analytics, Big Data, Information Services, Information Technology, Software","Suzhou, Jiangsu, China, Asia",Series B - SIGER,https://www.crunchbase.com/funding_round/siger-series-b--a57bbf57,3,"China Singapore Suzhou Industrial Park Ventures, Weizhi Digital Technology, Zhongxin Capital",Early Stage Venture,,Series B,5,,,,,,,33000000,CNY,4881029,Yes,,https://www.siger-data.com,,Early Stage Venture,,"117,250",
2022-10-20,Enterprise services company based in Beijing.,Wenge Group,https://www.crunchbase.com/organization/zhongke-wenge,Enterprise,"Beijing, Beijing, China, Asia",Series E - Wenge Group,https://www.crunchbase.com/funding_round/zhongke-wenge-series-e--2229141e,6,"CASVC, China Development Bank Capital, Haitong Capital, Infotech Ventures, Origin Fund, Zhongguancun Science City Science",Late Stage Venture,,Series E,6,500000000,CNY,69282785,,,,900000000,CNY,126335698,Yes,,http://www.wengegroup.com,,Private Equity,,"117,579",
2022-12-01,Hechen Biotech is a synthetic biology company that specializes in developing and industrializing functional active raw materials.,Hechen Biology,https://www.crunchbase.com/organization/hechen-biology,"Beauty, Biotechnology, Health Care, Manufacturing, Nutrition","Hefei, Anhui, China, Asia",Angel Round - Hechen Biology,https://www.crunchbase.com/funding_round/hechen-biology-angel--22f4a0c1,3,"Guoyuan Innovation, Hongbo Capital, Huaige Capital",Seed,,Angel,2,,,,,,,,,,Yes,,http://www.hcbioworkx.com/,,Seed,1,"117,681",
2022-11-16,"Qimai Technology is a provider of medical algorithms, health algorithms, and solutions.",Qimai Technology,https://www.crunchbase.com/organization/qimai-technology-c6fc,"Health Care, Medical, Medical Device","Shenzhen, Guangdong, China, Asia",Angel Round - Qimai Technology,https://www.crunchbase.com/funding_round/qimai-technology-c6fc-angel--6af91543,1,Guohong Zhisheng Venture Capital,Seed,,Angel,1,,,,,,,,,,Yes,,http://www.szmatching.net/,,Seed,,"117,741",
2022-12-19,ArchForce Financial Technology is a distributed basic software company.,ArchForce Financial Technology,https://www.crunchbase.com/organization/archforce-financial-technology,"Financial Services, FinTech","Shenzhen, Guangdong, China, Asia",Series D - ArchForce Financial Technology,https://www.crunchbase.com/funding_round/archforce-financial-technology-series-d--0229fd58,3,"Guangdong Yuecai Venture Capital Co., Ltd., Guotai Junan Zhengyu Investment, Yangtze River Industry Fund",Late Stage Venture,,Series D,4,,,,,,,180000000,CNY,26129168,Yes,,http://www.archforce.cn/,,Late Stage Venture,,"117,758",
2022-12-15,Houji Shunong is an agricultural digital technology service provider.,Houji Shunong,https://www.crunchbase.com/organization/houji-shunong,"Agriculture, Farmers Market, Farming","Hangzhou, Zhejiang, China, Asia",Angel Round - Houji Shunong,https://www.crunchbase.com/funding_round/houji-shunong-angel--b8aa23b7,1,Gaoxin,Seed,,Angel,1,,,,,,,,,,Yes,,http://www.hjfarming.com/index.html,,Seed,,"117,796",
2022-12-05,Global Electronics is an integrated chip design company engaged in the production of memory storage products.,Global Electronics,https://www.crunchbase.com/organization/global-electronics,"Data Storage, Electronics, Hardware, Manufacturing, Product Design, Semiconductor","Shenzhen, Guangdong, China, Asia",Series A - Global Electronics,https://www.crunchbase.com/funding_round/global-electronics-series-a--a9942dd2,1,China Innovative Capital Management,Early Stage Venture,,Series A,2,,,,,,,150000000,CNY,23526090,Yes,,http://www.hosinglobal.com,,Early Stage Venture,,"117,862",
2022-10-19,CTECHi is a battery manufacturing company.,CTECHi Group,https://www.crunchbase.com/organization/ctechi-group,"Battery, Manufacturing, Solar","Shenzhen, Guangdong, China, Asia",Series A - CTECHi Group,https://www.crunchbase.com/funding_round/ctechi-group-series-a--9c48dc20,1,Real Design,Early Stage Venture,,Series A,1,,,,,,,,,,Yes,,https://www.ctechigroup.com/,,Early Stage Venture,,"117,916",
2022-08-17,"Sandtek is a test solutions provider specializing in ATE product development, test cell integration, application, and consulting services.",Sandtek,https://www.crunchbase.com/organization/sandtek,"Consulting, Electronics, Semiconductor","Qingpu, Shanghai, China, Asia",Venture Round - Sandtek,https://www.crunchbase.com/funding_round/sandtek-series-unknown--f0a7306d,3,"Huaye Tiancheng Capital, Panorama Capital, Yongxi Capital",,,Venture - Series Unknown,1,100000000,CNY,14747087,,,,100000000,CNY,14747087,Yes,,http://www.sandtek.cn,$1M to $10M,,,"117,963",
2022-09-22,Evomotion provides hardware and data services based on AI technology.,Evomotion,https://www.crunchbase.com/organization/evomotion,"Artificial Intelligence (AI), Hardware, Machine Learning","Shenzhen, Guangdong, China, Asia",Series B - Evomotion,https://www.crunchbase.com/funding_round/evomotion-series-b--4a850bf4,3,"CHINA DRAGON SECURITIES, China Merchants Venture Capital, Prosperity Capital",Early Stage Venture,,Series B,3,20000000,USD,20000000,,,,26078986,USD,26078986,Yes,,https://www.evomotion.com/,,Early Stage Venture,,"118,403",
2022-11-24,Tiger ESOP is an equity incentive solution service provider.,Tiger ESOP,https://www.crunchbase.com/organization/tiger-esop,"Employee Benefits, Employment, Human Resources","Haidian, Beijing, China, Asia",Angel Round - Tiger ESOP,https://www.crunchbase.com/funding_round/tiger-esop-angel--74d16e4a,4,"Sinovation Ventures, Wu Tianhua, Xiaomi, Zhongguancun Science City Science",Seed,,Angel,1,,,,,,,,,,Yes,,https://www.tigeresop.com/,,Seed,3,"118,526",
2022-11-18,Voyah creates and manufactures electric vehicle and automobile.,Voyah,https://www.crunchbase.com/organization/voyah,"Autonomous Vehicles, Electric Vehicle, Manufacturing","Wuhan, Hubei, China, Asia",Series A - Voyah,https://www.crunchbase.com/funding_round/voyah-series-a--bd778f7f,10,"ABC International, Bank of China, BOCOM International, Dongfeng Motor Group, East-Lake Venture Capital, Enterprise Mixed Ownership Reform Fund, Ganfeng Lithium, Hongtai Fund, Industrial and Commercial Bank of China, Sunwoda Electronic",Early Stage Venture,,Series A,1,5000000000,CNY,702266918,25000000000,CNY,3511334588,5000000000,CNY,702266918,Yes,,http://voyah.com.cn/,,Early Stage Venture,,"118,540",
2022-12-16,"Daheng Tiancheng provides solution for monitoring, construction, simulation and evaluation of complex electromagnetic environment.",Daheng Tiancheng,https://www.crunchbase.com/organization/daheng-tiancheng,,"Xian Shi, Shaanxi, China, Asia",Series A - Daheng Tiancheng,https://www.crunchbase.com/funding_round/daheng-tiancheng-series-a--2945a2be,2,"CAS Star, Shaanxi Investment Capital",Early Stage Venture,,Series A,3,,,,,,,,,,Yes,,,,Early Stage Venture,,"118,556",
2022-12-31,HeroopSys provides resource optimization solutions to help other companies reduce resource consumption.,HeroopSys,https://www.crunchbase.com/organization/heroopsys,"Artificial Intelligence (AI), Big Data, Energy, Energy Management","Beijing, Beijing, China, Asia",Series C - HeroopSys,https://www.crunchbase.com/funding_round/heroopsys-series-c--b8d809e4,2,"Fortune Venture Capital, Guoding Capital",Late Stage Venture,,Series C,1,100000000,CNY,14497166,,,,100000000,CNY,14497166,Yes,,http://yhkz.com,,Late Stage Venture,1,"118,754",
2022-12-28,EYTO is a national logistics e-commerce platform.,EYTO,https://www.crunchbase.com/organization/eyto,"E-Commerce, Logistics, Supply Chain Management","Guangzhou, Guangdong, China, Asia",Series A - EYTO,https://www.crunchbase.com/funding_round/eyto-series-a--9c612a45,3,"Hongyu Capital, Leaguer Group, Prologis Ventures",Early Stage Venture,,Series A,1,,,,,,,,,,Yes,,http://www.y2t.com/,,Early Stage Venture,,"118,580",
2022-11-25,Qixing Communication is a satellite communication technology and equipment developer.,Qixing Communication,https://www.crunchbase.com/organization/qixing-communication,"Manufacturing, Satellite Communication, Unified Communications","Wuhu, Anhui, China, Asia",Series A - Qixing Communication,https://www.crunchbase.com/funding_round/qixing-communication-series-a--02022c39,1,Amphora Capital,Early Stage Venture,,Series A,1,,,,,,,,,,Yes,,http://www.7sate.com/,,Early Stage Venture,,"118,610",
2022-12-22,Dayou is a metaverse digital space service provider.,Dayou,https://www.crunchbase.com/organization/dayou-d5f1,"Blockchain, Cloud Data Services, Intellectual Property, Metaverse","Hangzhou, Zhejiang, China, Asia",Angel Round - Dayou,https://www.crunchbase.com/funding_round/dayou-d5f1-angel--88de7a48,3,"De Liu, Jiangji Huang, Wanqiang Li",Seed,,Angel,1,,,,,,,,,,Yes,,https://www.dayou.art/,,Seed,,"118,592",
2022-12-23,Yubobang is an internet celebrity MCN innovative service platform.,Yubo Bang,https://www.crunchbase.com/organization/yubo-bang,"Media and Entertainment, Video, Video Streaming","Jiaxing, Zhejiang, China, Asia",Seed Round - Yubo Bang,https://www.crunchbase.com/funding_round/yubo-bang-seed--ef1f39b2,1,Anysoft,Seed,,Seed,1,,,,,,,,,,Yes,,http://www.yubobang.com/,,Seed,,"118,609",
2022-11-28,Polymed Biopharmaceuticals is a drug research and development company.,Polymed Biopharmaceuticals,https://www.crunchbase.com/organization/polymed-biopharmaceuticals,"Biotechnology, Medical, Pharmaceutical","Hangzhou, Zhejiang, China, Asia",Series A - Polymed Biopharmaceuticals,https://www.crunchbase.com/funding_round/polymed-biopharmaceuticals-series-a--f4c3ae23,1,ZJKF Capital Management,Early Stage Venture,,Series A,1,,,,,,,,,,Yes,,https://www.polymedbiopharma.com/,$1M to $10M,Early Stage Venture,,"118,809",
2022-11-16,Gangdi Technology is a supplier of drive products and solutions in the field of industrial automation.,Gangdi Technology,https://www.crunchbase.com/organization/gangdi-technology,"Electronics, Manufacturing, Marketing Automation","Wuhan, Hubei, China, Asia",Series B - Gangdi Technology,https://www.crunchbase.com/funding_round/gangdi-technology-series-b--c241154d,1,Green Pine Capital Partners,Early Stage Venture,,Series B,1,,,,,,,,,,Yes,,http://www.gdetec.com/,,Early Stage Venture,,"118,811",
2022-12-01,Five hundred is an e-Commerce platform providing farm fresh fruits and vegetables to customers on a subscription basis.,Five hundred,https://www.crunchbase.com/organization/five-hundred,"Agriculture, E-Commerce, Food and Beverage","Shanghai, Shanghai, China, Asia",Venture Round - Five hundred,https://www.crunchbase.com/funding_round/five-hundred-series-unknown--9acc8632,1,Panda Capital,,,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.500jia.com.cn/,,,,"118,655",
2022-11-28,"Mckintey Group offers catering services to organizations, industrial parks & commercial buildings in China.",Mckintey Group,https://www.crunchbase.com/organization/mckintey-group,"Catering, Service Industry","Shanghai, Shanghai, China, Asia",Venture Round - Mckintey Group,https://www.crunchbase.com/funding_round/mckintey-group-series-unknown--d992ed66,2,"JBC, Teway Food",,,Venture - Series Unknown,1,200000000,CNY,27744638,,,,200000000,CNY,27744638,Yes,,http://www.mckintey.com/,,,2,"118,662",
2022-12-26,Humi Network Technology is an industrial Internet service platform.,Humi.com,https://www.crunchbase.com/organization/humi-com,"Google, Internet, Network Hardware","Chongqing, Heilongjiang, China, Asia",Venture Round - Humi.com,https://www.crunchbase.com/funding_round/humi-com-series-unknown--1991c834,2,"Fortune Venture Capital, NewMargin Ventures",,,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.360humi.com/,,,,"118,829",
2022-12-20,Techmark is a system and equipment manufacturer in the curling control industry.,TechMach,https://www.crunchbase.com/organization/techmach-c40c,"Industrial Manufacturing, Machinery Manufacturing, Manufacturing","Beijing, Beijing, China, Asia",Series A - TechMach,https://www.crunchbase.com/funding_round/techmach-c40c-series-a--e98c6d99,2,"Mount Morning Capital, Rising Investments",Early Stage Venture,,Series A,1,,,,,,,,,,Yes,,http://en.techmach.com.cn/,,Early Stage Venture,,"118,835",
2022-11-28,Leibo Microelectronics is a semiconductor equipment developer.,Leibo Microelectronics,https://www.crunchbase.com/organization/leibo-microelectronics,"Electronics, Manufacturing, Semiconductor","Jinshan, Shanghai, China, Asia",Series A - Leibo Microelectronics,https://www.crunchbase.com/funding_round/leibo-microelectronics-series-a--a10ca677,2,"Golden Rain Bogor, Shenzhen Capital Group",Early Stage Venture,,Series A,1,,,,,,,,,,Yes,,http://www.lebosemi.com/,,Early Stage Venture,,"118,686",
2022-12-08,SPIC is a photovoltaic power generation company that ensures national energy security.,SPIC,https://www.crunchbase.com/organization/spic,"Construction, Energy, Hydroelectric, Smart Building","Beijing, Beijing, China, Asia",Series B - SPIC,https://www.crunchbase.com/funding_round/spic-series-b--4ceae957,9,"Beijing Daying Investment Development, Chengtong Mixed Reform, China Cinda Asset Management, China Development Bank Capital, China Reform Securities, Hony Capital, National Green Development Fund, Tangxing Capital, Yingke Capital",Early Stage Venture,,Series B,1,4500000000,CNY,645865029,,,,4500000000,CNY,645865029,Yes,,http://www.spic.com.cn,,Early Stage Venture,,"118,690",
2022-12-08,KeyKing Recycling focuses on the research and development of new energy materials and related technologies.,KeyKing Recycling,https://www.crunchbase.com/organization/keyking-recycling,"Battery, Energy, Recycling","Hengyang, Hunan, China, Asia",Series B - KeyKing Recycling,https://www.crunchbase.com/funding_round/keyking-recycling-series-b--a33895b7,6,"Fortune Venture Capital, Hengxu Capital, SAIC Capital, Shang Qi Capital, Shengli Investment, Wanxiang 123",Early Stage Venture,,Series B,2,,,,,,,,,,Yes,,http://www.keykingtech.com/,,Early Stage Venture,,"118,691",
2022-12-30,Hengyuan Technology is engaged in the R&D of manufacturing informatization & industrial digital system based on industrial data collection.,Hengyuan Technology,https://www.crunchbase.com/organization/hengyuan-technology,"Big Data, Cloud Computing, Data Collection and Labeling, Database, Manufacturing","Yantai, Liaoning, China, Asia",Series B - Hengyuan Technology,https://www.crunchbase.com/funding_round/hengyuan-technology-series-b--f2f72ab0,1,Addor Capital,Early Stage Venture,,Series B,3,100000000,CNY,14496325,,,,150000000,CNY,21949778,Yes,,https://www.sdever.com/list-12.html,,Early Stage Venture,,"118,892",
2022-12-27,Guangdong Xinjuneng is a producer and seller of automotive-grade power semiconductor components.,Guangdong Xinjuneng,https://www.crunchbase.com/organization/guangdong-xinjuneng,"Automotive, Electronics, Energy, Manufacturing","Guangzhou, Guangdong, China, Asia",Series C - Guangdong Xinjuneng,https://www.crunchbase.com/funding_round/guangdong-xinjuneng-series-c--bfa30ad1,8,"Boyuan Capital, CCB Trust, China Fellow Partners, Eastern Bell Capital, Geely, Guangdong Yuecai Venture Capital Co., Ltd., Guangzhou Yuexiu Industrial Investment Fund, Midea Group",Late Stage Venture,,Series C,2,,,,,,,,,,Yes,,http://www.accopower.com/,,Late Stage Venture,,"118,745",
2022-11-18,"Shixin Materials conducts research and development, production and sales of carbon-ceramic composite materials and their products.",Shixin Materials,https://www.crunchbase.com/organization/shixin-materials,"Industrial Manufacturing, Manufacturing, Semiconductor","Tianyuan, Fujian, China, Asia",Series B - Shixin Materials,https://www.crunchbase.com/funding_round/shixin-materials-series-b--68409e0e,6,"GF Qianhe Investment, Guohua Capital, Junchenda Capital, Mei Yan, Shenzhen Heiniu Zhuoshi Investment Development, Xiangjiang Liyuan Investment",Early Stage Venture,,Series B,1,130000000,CNY,18258940,,,,130000000,CNY,18258940,Yes,,http://www.xn--rhq488cx9av63h.xn--ses554g/,,Early Stage Venture,,"118,940",
2022-11-22,Juntian Aerospace is a satellite research and development company with unconventional and unique designs.,Juntian Aerospace,https://www.crunchbase.com/organization/juntian-aerospace,"Aerospace, Manufacturing","Haidian, Beijing, China, Asia",Angel Round - Juntian Aerospace,https://www.crunchbase.com/funding_round/juntian-aerospace-angel--034e553c,1,Yinxinggu Capital,Seed,,Angel,2,10000000,CNY,1400501,,,,110000000,CNY,15198362,Yes,,,,Seed,,"120,359",
2022-12-29,"Xinjin Electronics is a semiconductor company engaged in the research, development, and sale of integrated circuits.",CrossChip,https://www.crunchbase.com/organization/crosschip,"Manufacturing, Semiconductor, Sensor","Chengdu, Sichuan, China, Asia",Series A - CrossChip,https://www.crunchbase.com/funding_round/crosschip-series-a--64eddf1f,3,"CDHTI Venture Capital, China Fortune-Tech Capital, Sungrow",Early Stage Venture,,Series A,3,90000000,CNY,12923422,,,,206904000,CNY,30270963,Yes,,http://www.crosschipmicro.com/,,,,"120,394",
2022-12-13,Kuandeng specializes in developing a variety of applications for autonomous driving.,Kuandeng,https://www.crunchbase.com/organization/kuandeng,"Information Technology, Internet, Machine Learning, Robotics","Beijing, Beijing, China, Asia",Series B - Kuandeng,https://www.crunchbase.com/funding_round/kuandeng-series-b--cf049660,1,ChiFortune Venture,Early Stage Venture,ChiFortune Venture,Series B,5,100000000,CNY,14400092,2700000000,CNY,388802488,400000000,CNY,58268642,Yes,,http://www.kuandeng.com,$10M to $50M,Early Stage Venture,,"120,937",
2022-10-23,Fongwell is a retail analytics tool company.,Fongwell,https://www.crunchbase.com/organization/fongwell,"Analytics, Internet, Retail, Software","Guangzhou, Guangdong, China, Asia",Series A - Fongwell,https://www.crunchbase.com/funding_round/fongwell-series-a--058e393e,1,Zhongke Kechuang,Early Stage Venture,,Series A,2,,,,,,,1460174,USD,1460174,Yes,,http://fongwell.com/,,Early Stage Venture,,"120,986",
2022-12-28,Mymro engages in providing digital supply chain procurement solutions.,Mymro,https://www.crunchbase.com/organization/mymro,"Information Technology, Procurement, Supply Chain Management","Guangdong, Jilin, China, Asia",Series B - Mymro,https://www.crunchbase.com/funding_round/mymro-series-b--7fcd2c98,3,"Hongtai Capital Holdings, SFUND, Zhongshan Broad-Ocean Motor",Early Stage Venture,,Series B,1,,,,,,,,,,Yes,,https://www.mymro.cn/,,Early Stage Venture,,"121,192",
2022-11-16,"Shenzhen Zecheng Electronics is engaged in the research and development, production and sales of customized intelligent control modules.",Shenzhen Zecheng Electronics,https://www.crunchbase.com/organization/shenzhen-zecheng-electronics,"Electronics, Manufacturing","Shenzhen, Guangdong, China, Asia",Venture Round - Shenzhen Zecheng Electronics,https://www.crunchbase.com/funding_round/shenzhen-zecheng-electronics-series-unknown--26c95ab5,1,GGR Capital,,,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://intflex.cn/en/,,,,"121,524",
2022-12-23,Macrotest is a semiconductor company that engages in the development and sale of integrated circuit testing equipment.,Macrotest,https://www.crunchbase.com/organization/macrotest,"Manufacturing, Semiconductor, Test and Measurement","Nanjing, Jiangsu, China, Asia",Seed Round - Macrotest,https://www.crunchbase.com/funding_round/macrotest-seed--db56a0c5,5,"BYD Company, Delian Capital, Gaoxin Capital, Stony Creek Capital, Yinxinggu Capital",Seed,,Seed,1,,,,,,,,,,Yes,,http://www.macrotest.com.cn/,$1M to $10M,Seed,,"121,894",
2022-09-07,GalaxySpace is a manufacturer of micro-satellites.,GalaxySpace,https://www.crunchbase.com/organization/galaxy-space,Satellite Communication,"Beijing, Beijing, China, Asia",Series D - GalaxySpace,https://www.crunchbase.com/funding_round/galaxy-space-series-d--bb3b92a1,7,"Anhui Sanzhongyichuang Industry Development, CCB International, Chaos Investment, Hefei Industry Investment Group, Legend Capital, Sincere Capital, Tiefa Capital",Late Stage Venture,CCB International,Series D,5,,,,,,,14480000,USD,14480000,Yes,,http://www.yinhe.ht,$10M to $50M,Late Stage Venture,,"122,077",
2022-08-26,"Siliconwaves is a chip design company that provides chips, communications, intelligence, and edge computing services.",Siliconwaves,https://www.crunchbase.com/organization/siliconwaves,"Electronics, Semiconductor, Software","Wuxi, Anhui, China, Asia",Venture Round - Siliconwaves,https://www.crunchbase.com/funding_round/siliconwaves-series-unknown--f5d7b7d8,1,Zhonghuijin Group,,,Venture - Series Unknown,1,150000000,CNY,21828342,,,,150000000,CNY,21828342,Yes,,https://www.siliconwaves.com/,,,,"122,288",
2022-09-01,"Fujian Deer Technology is involved in the research, development, production, and sale of chemical basic materials.",Fujian Deer Technology,https://www.crunchbase.com/organization/fujian-deer-technology,"Advanced Materials, Chemical, Electronics, Manufacturing","Longyan, Fujian, China, Asia",Venture Round - Fujian Deer Technology,https://www.crunchbase.com/funding_round/fujian-deer-technology-series-unknown--3133f7ab,5,"Fulcrum Technology Solutions, Qingdao Turing Hongcan Investment Partnership, Shanghai Nast Turing Venture Capital Partnership, Turing Asset Management, Xiamen Meiya Wutong Investment Management",,,Venture - Series Unknown,2,2036000000,CNY,294773418,15464000000,CNY,2238888085,3236000000,CNY,480032936,Yes,,http://www.fjdeertech.com,,,,"122,627",
2022-11-01,"SolarSpace engages in the development, production and sales of high-efficiency solar cells.",SolarSpace,https://www.crunchbase.com/organization/solarspace,"Renewable Energy, Solar","Xuzhou, Jiangsu, China, Asia",Series B - SolarSpace,https://www.crunchbase.com/funding_round/solarspace-series-b--e93ade14,4,"EBI Investment, Jiuyi Investment, Sinochem Capital, Yingke Capital",Early Stage Venture,,Series B,4,3000000000,CNY,412223810,,,,3000000000,CNY,412223810,Yes,,https://www.solarspace.cn/,,Early Stage Venture,,"122,632",
2022-11-25,Across the Stars is a product guidance solution provider.,Across the Stars,https://www.crunchbase.com/organization/across-the-stars,"Corporate Training, IT Management, Search Engine","Haidian, Beijing, China, Asia",Angel Round - Across the Stars,https://www.crunchbase.com/funding_round/across-the-stars-angel--121fbf7b,3,"GGV Capital, In Capital, MiraclePlus",Seed,,Angel,1,,,,,,,,,,Yes,,https://www.starblazer.cn/,,Seed,,"122,721",
2022-12-26,Huiwei Intelligent Medical is an AI medical and health service provider.,Huiwei Intelligent Medical,https://www.crunchbase.com/organization/huiwei-intelligent-medical,"Artificial Intelligence (AI), Health Care, Medical","Suzhou, Jiangsu, China, Asia",Series A - Huiwei Intelligent Medical,https://www.crunchbase.com/funding_round/huiwei-intelligent-medical-series-a--c54ec606,2,"Light Silver Capital, Oriza Holdings",Early Stage Venture,,Series A,1,,,,,,,,,,Yes,,http://pannaware.6hi8.com/,,Early Stage Venture,,"122,727",
2022-11-24,"Yixinshang Technology is a ESOP service provider that offers full-process equity incentive plans, professional services and SaaS solutions.",Yixinshang Technology,https://www.crunchbase.com/organization/yixinshang-technology,"Consulting, Employee Benefits, Enterprise Software, SaaS","Beijing, Beijing, China, Asia",Angel Round - Yixinshang Technology,https://www.crunchbase.com/funding_round/yixinshang-technology-angel--173f5ebd,4,"Sinovation Ventures, Wu Tianhua, Xiaomi, Zhongguancun Science City Science",Seed,,Angel,2,,,,,,,,,,Yes,,https://www.uponeshare.com,,Seed,,"122,840",
2022-08-15,Kiwimoore is a provider of advanced packaging chiplet technology for its customers.,Kiwimoore,https://www.crunchbase.com/organization/kiwimoore,"Electronics, Information Technology, Software","Shanghai, Shanghai, China, Asia",Angel Round - Kiwimoore,https://www.crunchbase.com/funding_round/kiwimoore-angel--757ccfed,6,"CAS Star, Entrepreneurship Relay Group, Fosun Capital, Huaqiu, Junsan Capital, Step Fund",Seed,CAS Star,Angel,2,100000000,CNY,14763416,,,,200000000,CNY,28471059,Yes,,https://www.kiwimoore.com,,Seed,,"123,789",
2022-08-26,Renshuo Solar is a manufacturer of perovskite tandem solar panels.,Renshuo Solar,https://www.crunchbase.com/organization/renshuo-solar,"Energy, Manufacturing, Solar","Suzhou, Jiangsu, China, Asia",Seed Round - Renshuo Solar,https://www.crunchbase.com/funding_round/renshuo-solar-seed--4d1083c5,7,"CAS Star, China Industrial Fund, GP Hi-Tech Capital, K2VC, MultiGo Capital, SND Ventures Group, Yunqi Partners",Seed,MultiGo Capital,Seed,2,,,,,,,,,,Yes,,https://www.renshinesolar.com,,Early Stage Venture,1,"123,800",
2022-09-18,"BodyPark is a domestic AI online private education platform, focusing on integrating and implementation of AI in a healthy sports lifestyle.",BodyPark,https://www.crunchbase.com/organization/bodypark,"Artificial Intelligence (AI), Fitness, Sports","Haidian, Beijing, China, Asia",Seed Round - BodyPark,https://www.crunchbase.com/funding_round/bodypark-seed--3a8b1e03,2,"Frees Fund, Picus Capital",Seed,Frees Fund,Seed,1,,,,,,,,,,Yes,,https://bodypark.cn/home,,Seed,1,"123,819",
